reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.01,62.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.025,77.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.05,99.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.1,122.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.15,142.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.2,150.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.25,162.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.3,173.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.35,181.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.4,191.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.45,206.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.5,213.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.55,222.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.6,234.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.65,245.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.7,255.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.75,280.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.8,305.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.85,328.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.9,364.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.95,412.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.975,458.0
2026-02-28,wk inc flu hosp,0,2026-02-28,01,quantile,0.99,534.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.01,2.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.025,3.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.05,7.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.1,11.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.15,14.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.2,17.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.25,19.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.3,20.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.35,22.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.4,25.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.45,28.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.5,31.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.55,33.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.6,38.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.65,40.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.7,44.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.75,47.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.8,52.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.85,56.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.9,64.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.95,71.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.975,80.0
2026-02-28,wk inc flu hosp,0,2026-02-28,02,quantile,0.99,91.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.01,116.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.025,123.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.05,152.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.1,176.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.15,196.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.2,212.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.25,226.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.3,238.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.35,251.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.4,259.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.45,272.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.5,285.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.55,302.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.6,314.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.65,327.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.7,340.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.75,353.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.8,368.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.85,396.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.9,432.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.95,505.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.975,525.0
2026-02-28,wk inc flu hosp,0,2026-02-28,04,quantile,0.99,640.0
2026-02-28,wk inc flu hosp,0,2026-02-28,05,quantile,0.01,39.0
2026-02-28,wk inc flu hosp,0,2026-02-28,05,quantile,0.025,49.0
2026-02-28,wk inc flu hosp,0,2026-02-28,05,quantile,0.05,62.0
2026-02-28,wk inc flu hosp,0,2026-02-28,05,quantile,0.1,72.0
2026-02-28,wk inc flu hosp,0,2026-02-28,05,quantile,0.15,80.0
2026-02-28,wk inc flu hosp,0,2026-02-28,05,quantile,0.2,89.0
