reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.01,59.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.025,65.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.05,68.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.1,70.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.15,74.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.2,77.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.25,79.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.3,80.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.35,84.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.4,86.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.45,86.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.5,86.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.55,87.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.6,94.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.65,98.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.7,99.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.75,103.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.8,103.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.85,105.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.9,107.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.95,108.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.975,118.0
2026-02-28,wk inc covid hosp,0,2026-02-28,01,quantile,0.99,133.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.01,3.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.025,3.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.05,4.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.1,4.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.15,5.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.2,6.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.25,6.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.3,6.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.35,7.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.4,8.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.45,8.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.5,8.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.55,8.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.6,9.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.65,9.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.7,9.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.75,10.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.8,10.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.85,11.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.9,12.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.95,13.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.975,15.0
2026-02-28,wk inc covid hosp,0,2026-02-28,02,quantile,0.99,18.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.01,41.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.025,42.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.05,42.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.1,46.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.15,52.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.2,52.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.25,58.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.3,59.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.35,59.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.4,59.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.45,61.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.5,61.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.55,62.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.6,66.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.65,67.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.7,72.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.75,75.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.8,81.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.85,82.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.9,82.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.95,88.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.975,103.0
2026-02-28,wk inc covid hosp,0,2026-02-28,04,quantile,0.99,151.0
